arr_delay,dep_delay,carrier,tailnum,origin,dest,distance,time
-14,0,WN,N8692F,LAX,SLC,590,2022-07-06T20:15:00Z
-5,-9,AS,N468AS,LAX,PDX,834,2022-07-06T20:35:00Z
-11,4,UA,N413UA,LAX,SFO,337,2022-07-06T22:45:00Z
-17,1,AA,N440AN,LAX,MIA,2342,2022-07-07T00:49:00Z
-18,-1,OO,N298SY,LAX,RNO,391,2022-07-07T09:49:00Z
-23,-3,WN,N246LV,LAX,LAS,236,2022-07-07T09:55:00Z
-5,0,WN,N8558Z,LAX,OAK,337,2022-07-07T09:55:00Z
5,15,AA,N579UW,LAX,DFW,1235,2022-07-07T10:41:00Z
-13,-7,AS,N462AS,LAX,SEA,954,2022-07-07T17:00:00Z
-18,-8,WN,N8612K,LAX,SLC,590,2022-07-07T20:15:00Z
-11,-5,OO,N291SY,LAX,RNO,391,2022-07-07T20:17:00Z
-16,-2,UA,N402UA,LAX,IAD,2288,2022-07-07T21:33:00Z
-3,-1,OO,N304SY,LAX,SFO,337,2022-07-08T06:15:00Z
-12,-1,DL,N717TW,LAX,DCA,2311,2022-07-08T07:50:00Z
-3,-2,UA,N12004,LAX,EWR,2454,2022-07-08T08:20:00Z
-18,-8,DL,N347NW,LAX,DFW,1235,2022-07-08T08:45:00Z
6,15,OO,N621UX,LAX,SLC,590,2022-07-08T09:37:00Z
-3,-4,AA,N400AN,LAX,PHL,2402,2022-07-08T11:24:00Z
-10,0,OO,N409SY,LAX,SFO,337,2022-07-08T12:30:00Z
-6,-3,DL,N549US,LAX,LIH,2615,2022-07-08T15:59:00Z
7,-4,DL,N178DN,LAX,JFK,2475,2022-07-08T16:25:00Z
-2,1,UA,N443UA,LAX,LAS,236,2022-07-08T16:42:00Z
-26,-11,UA,N14230,LAX,DEN,862,2022-07-08T18:20:00Z
11,10,OO,N304SY,LAX,TUS,451,2022-07-08T19:41:00Z
-23,5,B6,N923JB,LAX,JFK,2475,2022-07-08T22:30:00Z
-12,7,DL,N130DU,LAX,PDX,834,2022-07-09T09:50:00Z
4,7,B6,N804JB,LAX,SLC,590,2022-07-09T10:48:00Z
-13,-3,WN,N8523W,LAX,SLC,590,2022-07-09T10:55:00Z
8,9,DL,N841DN,LAX,MCO,2218,2022-07-09T10:55:00Z
47,53,DL,N543US,LAX,HNL,2556,2022-07-09T14:59:00Z
-2,-3,AS,N937AK,LAX,SEA,954,2022-07-09T16:00:00Z
-4,0,OO,N511SY,LAX,SAT,1211,2022-07-09T17:50:00Z
-5,-2,DL,N344NW,LAX,DFW,1235,2022-07-09T18:21:00Z
5,3,OO,N509SY,LAX,ABQ,677,2022-07-09T18:40:00Z
-20,-5,UA,N428UA,LAX,IAH,1379,2022-07-09T18:51:00Z
-6,-7,OO,N171SY,LAX,MFR,630,2022-07-09T19:30:00Z
-18,-5,OO,N182SY,LAX,BOI,674,2022-07-09T20:25:00Z
129,139,OO,N256SY,LAX,DEN,862,2022-07-10T07:47:00Z
-10,3,UA,N62896,LAX,IAH,1379,2022-07-10T08:15:00Z
-30,-9,B6,N967JT,LAX,EWR,2454,2022-07-10T08:45:00Z
9,6,OO,N195SY,LAX,LAS,236,2022-07-10T10:00:00Z
10,-4,OO,N282SY,LAX,SJC,308,2022-07-10T12:45:00Z
-16,-2,DL,N878DN,LAX,LAS,236,2022-07-10T21:05:00Z
-5,16,UA,N37471,LAX,ORD,1744,2022-07-10T23:06:00Z
14,8,B6,N648JB,LAX,BUF,2218,2022-07-10T23:10:00Z
-18,-5,OO,N513SY,LAX,SEA,954,2022-07-11T08:00:00Z
-9,-7,AA,N415AN,LAX,DFW,1235,2022-07-11T09:00:00Z
-15,-9,OO,N259SY,LAX,OAK,337,2022-07-11T09:15:00Z
-10,0,WN,N8676A,LAX,PHX,370,2022-07-11T11:45:00Z
-8,2,AS,N922VA,LAX,DCA,2311,2022-07-11T12:55:00Z
14,30,NK,N642NK,LAX,SLC,590,2022-07-11T15:55:00Z
-13,0,AA,N973AN,LAX,DFW,1235,2022-07-11T18:40:00Z
29,42,UA,N66831,LAX,ITO,2449,2022-07-11T18:54:00Z
9,4,UA,N418UA,LAX,AUS,1242,2022-07-11T19:00:00Z
-24,-10,OO,N913EV,LAX,SMF,373,2022-07-11T20:07:00Z
-10,12,AA,N928AM,LAX,PHL,2402,2022-07-11T22:36:00Z
-8,-5,DL,N369DN,LAX,MSP,1535,2022-07-12T06:00:00Z
-13,-1,OO,N191SY,LAX,BOI,674,2022-07-12T08:25:00Z
-3,0,OO,N184SY,LAX,PDX,834,2022-07-12T10:00:00Z
-19,-6,OO,N511SY,LAX,XNA,1371,2022-07-12T10:00:00Z
-6,1,WN,N8633A,LAX,AUS,1242,2022-07-12T11:20:00Z
24,40,UA,N14102,LAX,EWR,2454,2022-07-12T11:30:00Z
-14,-1,B6,N946JL,LAX,JFK,2475,2022-07-12T12:30:00Z
-7,-6,OO,N191SY,LAX,LAS,236,2022-07-12T14:55:00Z
-9,0,UA,N37502,LAX,OGG,2486,2022-07-12T16:55:00Z
14,-5,DL,N128DU,LAX,LAS,236,2022-07-12T17:41:00Z
-29,-11,UA,N87527,LAX,BWI,2329,2022-07-12T22:55:00Z
-21,-6,DL,N349DX,LAX,DTW,1979,2022-07-12T23:35:00Z
-4,12,UA,N220UA,LAX,DEN,862,2022-07-13T05:30:00Z
109,114,B6,N967JT,LAX,JFK,2475,2022-07-13T08:10:00Z
2,-1,OO,N510SY,LAX,SFO,337,2022-07-13T10:03:00Z
-11,2,UA,N75425,LAX,IAH,1379,2022-07-13T11:21:00Z
-6,-7,DL,N3771K,LAX,SLC,590,2022-07-13T11:35:00Z
-18,2,UA,N14011,LAX,EWR,2454,2022-07-13T12:45:00Z
52,59,AS,N925VA,LAX,DCA,2311,2022-07-13T12:55:00Z
-4,-7,OO,N295SY,LAX,DEN,862,2022-07-13T15:00:00Z
-16,-13,B6,N978JB,LAX,JFK,2475,2022-07-13T15:14:00Z
-14,-7,OO,N505SY,LAX,ELP,715,2022-07-13T17:25:00Z
-4,-4,DL,N360DN,LAX,SLC,590,2022-07-13T19:00:00Z
-16,-4,DL,N144DU,LAX,PDX,834,2022-07-13T20:10:00Z
-22,-3,OO,N278SY,LAX,RNO,391,2022-07-13T20:15:00Z
45,45,DL,N112DU,LAX,SMF,373,2022-07-13T21:55:00Z
-8,-7,OO,N854AS,LAX,FAT,209,2022-07-13T22:36:00Z
39,17,DL,N329DN,LAX,DTW,1979,2022-07-13T23:35:00Z
-2,-4,DL,N906DN,LAX,ATL,1947,2022-07-14T06:15:00Z
13,-4,DL,N371NW,LAX,SLC,590,2022-07-14T07:00:00Z
3,2,OO,N257SY,LAX,DEN,862,2022-07-14T07:45:00Z
-1,-2,UA,N86534,LAX,LAS,236,2022-07-14T08:20:00Z
-9,-5,NK,N692NK,LAX,MCI,1363,2022-07-14T14:59:00Z
17,24,AA,N651AW,LAX,AUS,1242,2022-07-14T15:45:00Z
0,-6,UA,N497UA,LAX,AUS,1242,2022-07-14T19:00:00Z
164,154,OO,N187SY,LAX,SFO,337,2022-07-14T19:00:00Z
76,73,WN,N8544Z,LAX,HOU,1390,2022-07-14T19:15:00Z
-8,1,AS,N635VA,LAX,SEA,954,2022-07-14T19:15:00Z
22,18,AA,N949AN,LAX,ORD,1744,2022-07-14T23:55:00Z
-14,-9,UA,N38424,LAX,IAH,1379,2022-07-15T05:45:00Z
-5,-3,AA,N560UW,LAX,CLT,2125,2022-07-15T07:35:00Z
310,327,OO,N625UX,LAX,BZN,902,2022-07-15T08:02:00Z
-8,-1,OO,N196SY,LAX,RNO,391,2022-07-15T08:05:00Z
-10,-6,UA,N66897,LAX,BOS,2611,2022-07-15T08:17:00Z
163,175,DL,N333NW,LAX,DFW,1235,2022-07-15T08:45:00Z
101,106,WN,N441WN,LAX,MDW,1750,2022-07-15T09:40:00Z
44,-4,DL,N868DN,LAX,RDU,2239,2022-07-15T10:25:00Z
-18,-2,WN,N8327A,LAX,SJC,308,2022-07-15T10:35:00Z
54,64,OO,N269SY,LAX,PHX,370,2022-07-15T11:05:00Z
-18,-6,B6,N989JT,LAX,JFK,2475,2022-07-15T12:30:00Z
-7,0,DL,N304DU,LAX,SAT,1211,2022-07-15T17:48:00Z
-16,-7,OO,N257SY,LAX,ABQ,677,2022-07-15T19:00:00Z
-6,1,AA,N133AN,LAX,PHL,2402,2022-07-15T22:36:00Z
-14,11,AA,N736AT,LAX,MIA,2342,2022-07-15T23:20:00Z
-8,-2,OO,N253SY,LAX,ABQ,677,2022-07-16T08:00:00Z
-17,-7,UA,N79521,LAX,LAS,236,2022-07-16T12:45:00Z
21,27,OO,N501SY,LAX,OMA,1330,2022-07-16T13:28:00Z
4,16,OO,N962SW,LAX,SMF,373,2022-07-16T20:07:00Z
0,-1,AS,N298AK,LAX,SEA,954,2022-07-17T06:00:00Z
-10,10,AS,N639VA,LAX,SEA,954,2022-07-17T07:45:00Z
32,10,WN,N8615E,LAX,DAL,1246,2022-07-17T08:35:00Z
14,13,AA,N153UW,LAX,ORD,1744,2022-07-17T08:55:00Z
-8,1,DL,N301DU,LAX,SAT,1211,2022-07-17T09:45:00Z
55,22,B6,N967JT,LAX,JFK,2475,2022-07-17T10:05:00Z
7,-1,AA,N582UW,LAX,ATL,1947,2022-07-17T10:24:00Z
6,6,UA,N57870,LAX,ORD,1744,2022-07-17T10:25:00Z
76,84,DL,N378NW,LAX,AUS,1242,2022-07-17T13:20:00Z
-5,4,UA,N222UA,LAX,HNL,2556,2022-07-17T17:30:00Z
-16,-5,AS,N273AK,LAX,PDX,834,2022-07-17T20:35:00Z
-8,-9,OO,N186SY,LAX,LAS,236,2022-07-17T22:25:00Z
-15,-3,UA,N66837,LAX,CLE,2052,2022-07-17T22:35:00Z
6,3,DL,N883DN,LAX,ATL,1947,2022-07-17T22:45:00Z
16,10,B6,N934JB,LAX,EWR,2454,2022-07-17T23:55:00Z
-12,-9,UA,N76288,LAX,DEN,862,2022-07-18T07:00:00Z
6,-3,DL,N197DN,LAX,JFK,2475,2022-07-18T09:15:00Z
-14,10,DL,N775DE,LAX,SEA,954,2022-07-18T09:30:00Z
-17,-7,AA,N986NN,LAX,ORD,1744,2022-07-18T10:10:00Z
17,-3,UA,N79521,LAX,IAH,1379,2022-07-18T10:15:00Z
13,18,DL,N581NW,LAX,MSP,1535,2022-07-18T11:47:00Z
106,89,AS,N925VA,LAX,DCA,2311,2022-07-18T12:55:00Z
46,55,OO,N613CZ,LAX,ABQ,677,2022-07-18T14:00:00Z
-7,-2,DL,N335DN,LAX,ATL,1947,2022-07-18T15:25:00Z
4,20,WN,N216WR,LAX,SMF,373,2022-07-18T15:25:00Z
17,26,DL,N114DU,LAX,SFO,337,2022-07-18T17:34:00Z
11,-3,OO,N175SY,LAX,SJC,308,2022-07-18T17:40:00Z
11,24,DL,N362DN,LAX,MSP,1535,2022-07-18T19:25:00Z
-14,-3,OO,N406SY,LAX,SJC,308,2022-07-18T19:55:00Z
122,141,UA,N76288,LAX,SFO,337,2022-07-18T20:05:00Z
2,-4,OO,N272SY,LAX,SAN,109,2022-07-18T21:30:00Z
-16,-5,AA,N916US,LAX,CLT,2125,2022-07-18T22:06:00Z
-8,-8,NK,N915NK,LAX,DFW,1235,2022-07-19T07:50:00Z
17,10,WN,N8741L,LAX,LAS,236,2022-07-19T08:10:00Z
-19,-9,OO,N726SK,LAX,JAC,784,2022-07-19T10:20:00Z
129,101,OO,N270SY,LAX,SJC,308,2022-07-19T12:45:00Z
1,-6,UA,N4901U,LAX,LAS,236,2022-07-19T16:42:00Z
-17,-2,NK,N956NK,LAX,LAS,236,2022-07-19T19:59:00Z
-24,1,UA,N29975,LAX,EWR,2454,2022-07-19T21:25:00Z
-12,-2,WN,N8321D,LAX,OAK,337,2022-07-19T21:35:00Z
-32,-8,B6,N947JB,LAX,JFK,2475,2022-07-19T22:30:00Z
17,0,DL,N378DN,LAX,MSP,1535,2022-07-20T06:00:00Z
-14,-3,WN,N757LV,LAX,SJC,308,2022-07-20T07:00:00Z
-17,-6,OO,N404SY,LAX,RNO,391,2022-07-20T08:05:00Z
-27,0,DL,N918DU,LAX,RDU,2239,2022-07-20T10:25:00Z
-5,0,DL,N581NW,LAX,MSP,1535,2022-07-20T11:47:00Z
17,-4,DL,N723TW,LAX,BOS,2611,2022-07-20T11:56:00Z
33,2,UA,N771UA,LAX,IAD,2288,2022-07-20T12:40:00Z
-2,13,UA,N491UA,LAX,TPA,2158,2022-07-20T22:50:00Z
10,-8,OO,N402SY,LAX,SFO,337,2022-07-21T06:05:00Z
-13,-1,DL,N179DN,LAX,JFK,2475,2022-07-21T07:45:00Z
0,-7,AA,N805AN,LAX,ORD,1744,2022-07-21T08:05:00Z
1,0,DL,N128DU,LAX,SFO,337,2022-07-21T08:20:00Z
20,18,DL,N374NW,LAX,AUS,1242,2022-07-21T08:30:00Z
-18,-8,DL,N868DN,LAX,RDU,2239,2022-07-21T10:25:00Z
-1,1,UA,N37518,LAX,DEN,862,2022-07-21T11:00:00Z
0,-12,OO,N178SY,LAX,SLC,590,2022-07-21T11:55:00Z
-7,0,OO,N516SY,LAX,TUS,451,2022-07-21T13:45:00Z
-30,-6,AA,N116AN,LAX,JFK,2475,2022-07-21T15:30:00Z
21,25,AA,N437AN,LAX,DFW,1235,2022-07-21T16:32:00Z
-4,-2,AA,N952NN,LAX,ORD,1744,2022-07-21T16:35:00Z
-13,-5,OO,N256SY,LAX,ABQ,677,2022-07-21T19:00:00Z
-8,-7,OO,N925SW,LAX,RNO,391,2022-07-21T19:00:00Z
-17,-1,AA,N457AM,LAX,DCA,2311,2022-07-22T07:50:00Z
-4,-5,DL,N339NW,LAX,AUS,1242,2022-07-22T08:30:00Z
5,-6,OO,N509SY,LAX,XNA,1371,2022-07-22T10:00:00Z
0,-8,DL,N171DN,LAX,JFK,2475,2022-07-22T11:10:00Z
-13,-2,DL,N590NW,LAX,DTW,1979,2022-07-22T12:20:00Z
25,0,UA,N12003,LAX,EWR,2454,2022-07-22T12:45:00Z
-23,-5,WN,N903WN,LAX,SFO,337,2022-07-22T12:55:00Z
0,-4,OO,N295SY,LAX,SAN,109,2022-07-22T13:55:00Z
-16,-7,UA,N67134,LAX,SFO,337,2022-07-22T14:05:00Z
14,4,AS,N318AS,LAX,SEA,954,2022-07-22T17:00:00Z
-8,-1,UA,N453UA,LAX,IAH,1379,2022-07-22T18:51:00Z
8,20,UA,N53442,LAX,ITO,2449,2022-07-22T18:54:00Z
-5,1,OO,N108SY,LAX,SBP,156,2022-07-22T18:57:00Z
18,6,WN,N8803L,LAX,SLC,590,2022-07-22T20:15:00Z
-7,-4,OO,N414SY,LAX,LAS,236,2022-07-22T22:25:00Z
4,1,OO,N108SY,LAX,SAN,109,2022-07-22T22:37:00Z
2,-7,AA,N410AN,LAX,PHL,2402,2022-07-22T23:07:00Z
141,147,DL,N324US,LAX,SLC,590,2022-07-23T07:00:00Z
14,-6,B6,N967JT,LAX,FLL,2343,2022-07-23T07:15:00Z
43,-2,AA,N420AN,LAX,PHL,2402,2022-07-23T09:06:00Z
-13,-6,OO,N971SW,LAX,RNO,391,2022-07-23T10:15:00Z
-7,-5,WN,N8630B,LAX,TUS,451,2022-07-23T14:15:00Z
-20,-7,UA,N67134,LAX,EWR,2454,2022-07-23T14:15:00Z
16,20,OO,N275SY,LAX,PHX,370,2022-07-23T15:55:00Z
21,-6,AA,N117AN,LAX,JFK,2475,2022-07-23T16:00:00Z
2,4,DL,N834DN,LAX,MSY,1670,2022-07-23T18:11:00Z
81,89,DL,N325US,LAX,DFW,1235,2022-07-23T18:25:00Z
-14,-3,OO,N509SY,LAX,TUS,451,2022-07-23T19:10:00Z
-9,-5,OO,N971SW,LAX,PRC,346,2022-07-23T19:30:00Z
-18,-6,OO,N512SY,LAX,SFO,337,2022-07-23T19:55:00Z
-24,-3,AA,N109NN,LAX,JFK,2475,2022-07-23T21:45:00Z
-9,3,WN,N8527Q,LAX,LAS,236,2022-07-23T21:50:00Z
13,32,B6,N983JT,LAX,SFO,337,2022-07-24T10:48:00Z
9,-1,WN,N8658A,LAX,AUS,1242,2022-07-24T11:20:00Z
-17,-4,G4,274NV,LAX,PSC,851,2022-07-24T11:46:00Z
24,35,DL,N144DU,LAX,PDX,834,2022-07-24T13:35:00Z
-1,-9,OO,N780SK,LAX,ASE,737,2022-07-24T16:32:00Z
-12,-8,OO,N188SY,LAX,SLC,590,2022-07-24T17:05:00Z
-14,-9,OO,N409SY,LAX,SJC,308,2022-07-24T19:55:00Z
-22,-7,NK,N921NK,LAX,LAS,236,2022-07-24T20:45:00Z
-5,-2,NK,N941NK,LAX,DFW,1235,2022-07-25T07:50:00Z
-8,7,WN,N420WN,LAX,SFO,337,2022-07-25T09:15:00Z
-5,-1,DL,N889DN,LAX,MCO,2218,2022-07-25T10:30:00Z
-5,-6,UA,N75436,LAX,PHX,370,2022-07-25T12:45:00Z
2,-7,OO,N156SY,LAX,RDM,726,2022-07-25T12:51:00Z
-16,-6,AS,N464AS,LAX,SEA,954,2022-07-25T13:00:00Z
22,18,DL,N376DN,LAX,ATL,1947,2022-07-25T15:25:00Z
74,61,NK,N628NK,LAX,IAH,1379,2022-07-25T17:20:00Z
55,4,AA,N802AW,LAX,LAS,236,2022-07-25T19:00:00Z
19,22,OO,N413SY,LAX,SJC,308,2022-07-25T19:55:00Z
-12,-3,OO,N156SY,LAX,SAN,109,2022-07-25T22:37:00Z
-12,-8,OO,N240SY,LAX,OAK,337,2022-07-26T09:15:00Z
-16,-8,AA,N432AN,LAX,HNL,2556,2022-07-26T13:08:00Z
47,43,DL,N142DU,LAX,LAS,236,2022-07-26T13:20:00Z
-15,-6,OO,N124SY,LAX,MRY,266,2022-07-26T15:04:00Z
-32,-7,AA,N112AN,LAX,JFK,2475,2022-07-26T15:30:00Z
10,25,WN,N8630B,LAX,OAK,337,2022-07-26T17:20:00Z
35,45,WN,N945WN,LAX,SJC,308,2022-07-26T21:40:00Z
-21,-4,OO,N124SY,LAX,SBP,156,2022-07-26T22:35:00Z
6,-6,DL,N366DX,LAX,DTW,1979,2022-07-27T05:35:00Z
18,-1,AA,N901AA,LAX,DFW,1235,2022-07-27T06:00:00Z
-4,-11,B6,N658JB,LAX,LAS,236,2022-07-27T08:40:00Z
35,-1,OO,N413SY,LAX,LAS,236,2022-07-27T10:00:00Z
-23,-5,WN,N412WN,LAX,SFO,337,2022-07-27T12:55:00Z
40,17,WN,N451WN,LAX,OAK,337,2022-07-27T13:30:00Z
28,23,OO,N413SY,LAX,SFO,337,2022-07-27T14:15:00Z
-13,-3,DL,N325US,LAX,AUS,1242,2022-07-27T17:00:00Z
-12,-4,HA,N360HA,LAX,HNL,2556,2022-07-27T18:05:00Z
-20,-11,AA,N116AN,LAX,BOS,2611,2022-07-27T22:35:00Z
26,23,B6,N598JB,LAX,JAX,2153,2022-07-27T22:40:00Z
-14,-14,AS,N293AK,LAX,PDX,834,2022-07-28T06:00:00Z
0,-2,WN,N7736A,LAX,OAK,337,2022-07-28T06:00:00Z
50,90,UA,N47524,LAX,BOS,2611,2022-07-28T08:17:00Z
71,84,OO,N613CZ,LAX,OAK,337,2022-07-28T09:15:00Z
-7,-2,DL,N305DU,LAX,SAT,1211,2022-07-28T09:45:00Z
12,22,OO,N501SY,LAX,SAT,1211,2022-07-28T10:10:00Z
-5,0,OO,N904EV,LAX,ACV,577,2022-07-28T13:19:00Z
139,146,DL,N366NW,LAX,AUS,1242,2022-07-28T13:20:00Z
5,-4,UA,N12114,LAX,SFO,337,2022-07-28T14:05:00Z
-7,-1,OO,N786SK,LAX,SLC,590,2022-07-28T18:45:00Z
1,-1,DL,N3745B,LAX,MEM,1619,2022-07-28T18:50:00Z
18,19,UA,N37255,LAX,DEN,862,2022-07-28T20:48:00Z
22,0,OO,N307SY,LAX,SLC,590,2022-07-28T21:00:00Z
-10,-5,AA,N427AN,LAX,FLL,2343,2022-07-28T21:00:00Z
-35,-6,UA,N37522,LAX,OGG,2486,2022-07-29T08:48:00Z
2,4,WN,N929WN,LAX,ELP,715,2022-07-29T09:25:00Z
0,9,DL,N590NW,LAX,MSP,1535,2022-07-29T11:47:00Z
1,-1,DL,N116DN,LAX,ATL,1947,2022-07-29T14:25:00Z
-1,-5,OO,N260SY,LAX,TUS,451,2022-07-29T14:56:00Z
19,33,G4,255NV,LAX,GRR,1874,2022-07-29T15:09:00Z
-14,-8,OO,N433SW,LAX,RNO,391,2022-07-29T19:00:00Z
2,-7,AS,N428AS,LAX,SEA,954,2022-07-29T19:15:00Z
-13,13,B6,N946JL,LAX,BOS,2611,2022-07-29T23:20:00Z
-19,-5,UA,N13113,LAX,JFK,2475,2022-07-30T08:00:00Z
-9,3,OO,N487CA,LAX,SAN,109,2022-07-30T10:18:00Z
-17,12,AA,N400AN,LAX,PHL,2402,2022-07-30T11:24:00Z
-6,-4,OO,N253SY,LAX,SAN,109,2022-07-30T13:55:00Z
-16,-7,UA,N39416,LAX,IAH,1379,2022-07-30T15:10:00Z
21,1,DL,N124DX,LAX,ATL,1947,2022-07-30T15:25:00Z
-28,3,DL,N876DN,LAX,KOA,2504,2022-07-30T16:00:00Z
197,215,DL,N388DN,LAX,PDX,834,2022-07-30T16:20:00Z
24,37,AS,N838VA,LAX,PDX,834,2022-07-30T17:55:00Z
0,-3,WN,N7815L,LAX,DAL,1246,2022-07-30T18:25:00Z
-12,-1,DL,N175DZ,LAX,JFK,2475,2022-07-30T21:50:00Z
-17,0,UA,N69888,LAX,CLE,2052,2022-07-30T22:35:00Z
-13,5,DL,N354DN,LAX,MSP,1535,2022-07-30T23:27:00Z
-7,4,AS,N494AS,LAX,PDX,834,2022-07-31T06:00:00Z
-49,-8,AA,N107NN,LAX,JFK,2475,2022-07-31T07:00:00Z
-12,0,NK,N937NK,LAX,PHL,2402,2022-07-31T07:10:00Z
-6,5,WN,N8620H,LAX,MCI,1363,2022-07-31T07:50:00Z
-16,-1,DL,N351NW,LAX,DFW,1235,2022-07-31T08:45:00Z
-17,-1,AA,N411AN,LAX,PHL,2402,2022-07-31T09:06:00Z
1,13,NK,N630NK,LAX,SDF,1843,2022-07-31T09:10:00Z
1,13,OO,N511SY,LAX,XNA,1371,2022-07-31T10:00:00Z
-16,-1,HA,N395HA,LAX,HNL,2556,2022-07-31T10:00:00Z
38,28,WN,N724SW,LAX,PHX,370,2022-07-31T16:05:00Z
16,13,WN,N7746C,LAX,AUS,1242,2022-07-31T19:00:00Z
-9,-9,AS,N842VA,LAX,SEA,954,2022-07-31T20:55:00Z
18,1,WN,N8701Q,LAX,MSY,1670,2022-08-01T06:45:00Z
-12,0,OO,N170SY,LAX,SFO,337,2022-08-01T09:55:00Z
5,15,DL,N812DN,LAX,BNA,1797,2022-08-01T10:50:00Z
-21,-8,B6,N987JT,LAX,BOS,2611,2022-08-01T14:30:00Z
-4,5,AA,N182UW,LAX,PHL,2402,2022-08-01T14:30:00Z
46,26,G4,206NV,LAX,GRR,1874,2022-08-01T15:14:00Z
13,-4,OO,N512SY,LAX,ABQ,677,2022-08-01T18:40:00Z
-5,-9,OO,N956SW,LAX,PRC,346,2022-08-01T19:30:00Z
40,55,WN,N451WN,LAX,PHX,370,2022-08-01T22:15:00Z
-18,-6,B6,N985JT,LAX,JFK,2475,2022-08-01T22:30:00Z
110,127,DL,N710TW,LAX,BOS,2611,2022-08-02T07:10:00Z
-12,-6,DL,N367NW,LAX,DFW,1235,2022-08-02T08:45:00Z
-7,-12,AS,N924VA,LAX,DCA,2311,2022-08-02T12:55:00Z
0,9,AS,N302AS,LAX,SEA,954,2022-08-02T14:00:00Z
-23,-12,B6,N556JB,LAX,SLC,590,2022-08-02T15:43:00Z
-6,0,DL,N355DN,LAX,ATL,1947,2022-08-02T21:40:00Z
-15,-2,AA,N422AN,LAX,PHL,2402,2022-08-02T23:07:00Z
-8,-8,WN,N8664J,LAX,SMF,373,2022-08-03T05:15:00Z
-21,-10,AA,N105NN,LAX,JFK,2475,2022-08-03T06:00:00Z
-8,-1,AA,N196UW,LAX,CLT,2125,2022-08-03T06:05:00Z
-9,-6,OO,N402SY,LAX,BZN,902,2022-08-03T08:45:00Z
-27,-6,DL,N814DN,LAX,MSP,1535,2022-08-03T08:50:00Z
-17,-7,OO,N743SK,LAX,FCA,1014,2022-08-03T08:56:00Z
1,11,DL,N864DN,LAX,MCO,2218,2022-08-03T10:30:00Z
-22,-3,OO,N939SW,LAX,ACV,577,2022-08-03T13:19:00Z
8,4,WN,N8760L,LAX,KOA,2504,2022-08-03T13:25:00Z
-17,-4,WN,N791SW,LAX,OAK,337,2022-08-03T13:30:00Z
-22,-7,UA,N12109,LAX,SFO,337,2022-08-03T14:05:00Z
-12,1,NK,N627NK,LAX,MCI,1363,2022-08-03T14:59:00Z
7,8,OO,N932SW,LAX,BOI,674,2022-08-03T18:58:00Z
3,-1,OO,N508SY,LAX,TUS,451,2022-08-03T19:10:00Z
-12,-5,AA,N454AL,LAX,HNL,2556,2022-08-03T19:53:00Z
-13,-4,AS,N493AS,LAX,PDX,834,2022-08-03T20:35:00Z
-22,-2,AA,N735AT,LAX,MIA,2342,2022-08-03T23:20:00Z
-11,-3,UA,N778UA,LAX,DEN,862,2022-08-04T05:30:00Z
-14,-6,DL,N545US,LAX,OGG,2486,2022-08-04T08:00:00Z
-4,-2,DL,N333DX,LAX,DTW,1979,2022-08-04T09:45:00Z
10,-4,AA,N103US,LAX,IND,1814,2022-08-04T11:02:00Z
92,80,WN,N8504G,LAX,LAS,236,2022-08-04T11:10:00Z
12,14,DL,N3773D,LAX,SEA,954,2022-08-04T12:20:00Z
141,143,WN,N500WR,LAX,MDW,1750,2022-08-04T15:20:00Z
18,1,B6,N789JB,LAX,RNO,391,2022-08-04T16:50:00Z
-4,-1,OO,N241SY,LAX,SLC,590,2022-08-04T21:00:00Z
-3,3,WN,N915WN,LAX,LAS,236,2022-08-04T21:10:00Z
-6,3,DL,N338DN,LAX,ATL,1947,2022-08-05T08:55:00Z
3,18,WN,N783SW,LAX,LAS,236,2022-08-05T18:55:00Z
-25,-6,AS,N413AS,LAX,SEA,954,2022-08-05T19:15:00Z
-4,0,OO,N197SY,LAX,SJC,308,2022-08-05T19:55:00Z
-16,-5,UA,N447UA,LAX,IAD,2288,2022-08-05T21:33:00Z
-4,4,AA,N103NN,LAX,JFK,2475,2022-08-05T21:40:00Z
-1,-4,WN,N733SA,LAX,SJC,308,2022-08-06T06:00:00Z
133,132,DL,N542US,LAX,ATL,1947,2022-08-06T07:15:00Z
-11,0,OO,N276SY,LAX,PHX,370,2022-08-06T08:00:00Z
-16,5,UA,N61887,LAX,DEN,862,2022-08-06T09:16:00Z
38,30,OO,N174SY,LAX,SFO,337,2022-08-06T09:55:00Z
0,10,WN,N7747C,LAX,PHX,370,2022-08-06T11:20:00Z
-22,-9,NK,N628NK,LAX,MCI,1363,2022-08-06T15:10:00Z
-23,-6,OO,N713SK,LAX,DEN,862,2022-08-06T17:00:00Z
-8,-2,OO,N260SY,LAX,SJC,308,2022-08-06T17:15:00Z
-23,-9,OO,N221PS,LAX,BOI,674,2022-08-06T18:58:00Z
-4,-5,AS,N247AK,LAX,PDX,834,2022-08-07T06:00:00Z
2,-9,UA,N485UA,LAX,DEN,862,2022-08-07T07:00:00Z
-2,-5,G4,272NV,LAX,ICT,1203,2022-08-07T07:15:00Z
-18,-6,OO,N519SY,LAX,SEA,954,2022-08-07T08:00:00Z
-1,-2,AA,N432AN,LAX,MIA,2342,2022-08-07T08:25:00Z
7,3,AA,N651AW,LAX,AUS,1242,2022-08-07T08:33:00Z
14,5,UA,N78506,LAX,KOA,2504,2022-08-07T09:15:00Z
